institution,full_name,institution_order,institution_display,institution_code,consortium_ring_1,consortium_ring_2,consortium_ring_3,consortium_ring_4,consortium_ring_5,skill_code,base_skill_code,skill_name,skill_family,skill_theme,skill_type,environment,environment_code,tidal_regime,tidal_code,timescale,timescale_code,spatial_scale,spatial_code,data_modality,method_stage,family_order,skill_order,environment_order,tide_order,timescale_order,spatial_order,ring_1,ring_2,ring_3,ring_4,ring_5,ring_6,node_value,spatial_letter,family_letter,skill_letter,environment_letter,skill_name_short,short_code,legend_skill,legend_environment,legend_spatial,legend_family,skill_family_display,skill_name_display,environment_display
URN,UNIVERSITY OF ROUEN NORMANDY,4,URN,D,URN,subregion,Decision support,cliffs,EPBC,DST1.CL.MI.DE.SU,DST1,Impact mapping and decision-support,Decision support,Screening & uptake,interface,cliffs,CL,micro,MI,decadal,DE,subregion,SU,maps / indices / screening layers,application,5,1,8,1,4,2,Decision support,Impact mapping and decision-support,cliffs,micro,decadal,subregion,1,E,P,B,C,B,DPCE,"B = Hazard mapping, screening and decision-support co-design",C = cliffs,E = subregional,P = Decision support,P,B,C
URN,UNIVERSITY OF ROUEN NORMANDY,4,URN,D,URN,regional,Decision support,cliffs,RPBC,DST1.CL.MI.DE.RG,DST1,Impact mapping and decision-support,Decision support,Screening & uptake,interface,cliffs,CL,micro,MI,decadal,DE,regional,RG,maps / indices / screening layers,application,5,1,8,1,4,3,Decision support,Impact mapping and decision-support,cliffs,micro,decadal,regional,1,R,P,B,C,B,DPCR,"B = Hazard mapping, screening and decision-support co-design",C = cliffs,R = regional,P = Decision support,P,B,C
URN,UNIVERSITY OF ROUEN NORMANDY,4,URN,D,URN,subregion,Decision support,cliffs,EPBC,DST1.CL.ME.EV.SU,DST1,Impact mapping and decision-support,Decision support,Screening & uptake,interface,cliffs,CL,meso,ME,event,EV,subregion,SU,maps / indices / screening layers,application,5,1,8,2,1,2,Decision support,Impact mapping and decision-support,cliffs,meso,event,subregion,1,E,P,B,C,B,DPCE,"B = Hazard mapping, screening and decision-support co-design",C = cliffs,E = subregional,P = Decision support,P,B,C
URN,UNIVERSITY OF ROUEN NORMANDY,4,URN,D,URN,regional,Decision support,cliffs,RPBC,DST1.CL.ME.EV.RG,DST1,Impact mapping and decision-support,Decision support,Screening & uptake,interface,cliffs,CL,meso,ME,event,EV,regional,RG,maps / indices / screening layers,application,5,1,8,2,1,3,Decision support,Impact mapping and decision-support,cliffs,meso,event,regional,1,R,P,B,C,B,DPCR,"B = Hazard mapping, screening and decision-support co-design",C = cliffs,R = regional,P = Decision support,P,B,C
URN,UNIVERSITY OF ROUEN NORMANDY,4,URN,D,URN,subregion,Decision support,cliffs,EPBC,DST1.CL.ME.DE.SU,DST1,Impact mapping and decision-support,Decision support,Screening & uptake,interface,cliffs,CL,meso,ME,decadal,DE,subregion,SU,maps / indices / screening layers,application,5,1,8,2,4,2,Decision support,Impact mapping and decision-support,cliffs,meso,decadal,subregion,1,E,P,B,C,B,DPCE,"B = Hazard mapping, screening and decision-support co-design",C = cliffs,E = subregional,P = Decision support,P,B,C
URN,UNIVERSITY OF ROUEN NORMANDY,4,URN,D,URN,regional,Decision support,cliffs,RPBC,DST1.CL.ME.DE.RG,DST1,Impact mapping and decision-support,Decision support,Screening & uptake,interface,cliffs,CL,meso,ME,decadal,DE,regional,RG,maps / indices / screening layers,application,5,1,8,2,4,3,Decision support,Impact mapping and decision-support,cliffs,meso,decadal,regional,1,R,P,B,C,B,DPCR,"B = Hazard mapping, screening and decision-support co-design",C = cliffs,R = regional,P = Decision support,P,B,C
URN,UNIVERSITY OF ROUEN NORMANDY,4,URN,D,URN,subregion,Decision support,cliffs,EPBC,DST1.CL.MA.EV.SU,DST1,Impact mapping and decision-support,Decision support,Screening & uptake,interface,cliffs,CL,macro,MA,event,EV,subregion,SU,maps / indices / screening layers,application,5,1,8,3,1,2,Decision support,Impact mapping and decision-support,cliffs,macro,event,subregion,1,E,P,B,C,B,DPCE,"B = Hazard mapping, screening and decision-support co-design",C = cliffs,E = subregional,P = Decision support,P,B,C
URN,UNIVERSITY OF ROUEN NORMANDY,4,URN,D,URN,regional,Decision support,cliffs,RPBC,DST1.CL.MA.EV.RG,DST1,Impact mapping and decision-support,Decision support,Screening & uptake,interface,cliffs,CL,macro,MA,event,EV,regional,RG,maps / indices / screening layers,application,5,1,8,3,1,3,Decision support,Impact mapping and decision-support,cliffs,macro,event,regional,1,R,P,B,C,B,DPCR,"B = Hazard mapping, screening and decision-support co-design",C = cliffs,R = regional,P = Decision support,P,B,C
URN,UNIVERSITY OF ROUEN NORMANDY,4,URN,D,URN,subregion,Decision support,cliffs,EPBC,DST1.CL.MA.DE.SU,DST1,Impact mapping and decision-support,Decision support,Screening & uptake,interface,cliffs,CL,macro,MA,decadal,DE,subregion,SU,maps / indices / screening layers,application,5,1,8,3,4,2,Decision support,Impact mapping and decision-support,cliffs,macro,decadal,subregion,1,E,P,B,C,B,DPCE,"B = Hazard mapping, screening and decision-support co-design",C = cliffs,E = subregional,P = Decision support,P,B,C
URN,UNIVERSITY OF ROUEN NORMANDY,4,URN,D,URN,regional,Decision support,cliffs,RPBC,DST1.CL.MA.DE.RG,DST1,Impact mapping and decision-support,Decision support,Screening & uptake,interface,cliffs,CL,macro,MA,decadal,DE,regional,RG,maps / indices / screening layers,application,5,1,8,3,4,3,Decision support,Impact mapping and decision-support,cliffs,macro,decadal,regional,1,R,P,B,C,B,DPCR,"B = Hazard mapping, screening and decision-support co-design",C = cliffs,R = regional,P = Decision support,P,B,C
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,subregion,Observations,sandy beach,EOES,OBS1.SB.MI.IA.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,sandy beach,SB,micro,MI,interannual,IA,subregion,SU,satellite imagery,observation,1,1,1,1,3,2,Observations,Satellite-derived shoreline extraction,sandy beach,micro,interannual,subregion,1,E,O,E,S,E,EOSE,E = Satellite-derived shoreline extraction,S = sandy beach,E = subregional,O = Observations,O,E,S
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,regional,Observations,sandy beach,ROES,OBS1.SB.MI.IA.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,sandy beach,SB,micro,MI,interannual,IA,regional,RG,satellite imagery,observation,1,1,1,1,3,3,Observations,Satellite-derived shoreline extraction,sandy beach,micro,interannual,regional,1,R,O,E,S,E,EOSR,E = Satellite-derived shoreline extraction,S = sandy beach,R = regional,O = Observations,O,E,S
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,subregion,Observations,sandy beach,EOES,OBS1.SB.MI.DE.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,sandy beach,SB,micro,MI,decadal,DE,subregion,SU,satellite imagery,observation,1,1,1,1,4,2,Observations,Satellite-derived shoreline extraction,sandy beach,micro,decadal,subregion,1,E,O,E,S,E,EOSE,E = Satellite-derived shoreline extraction,S = sandy beach,E = subregional,O = Observations,O,E,S
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,regional,Observations,sandy beach,ROES,OBS1.SB.MI.DE.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,sandy beach,SB,micro,MI,decadal,DE,regional,RG,satellite imagery,observation,1,1,1,1,4,3,Observations,Satellite-derived shoreline extraction,sandy beach,micro,decadal,regional,1,R,O,E,S,E,EOSR,E = Satellite-derived shoreline extraction,S = sandy beach,R = regional,O = Observations,O,E,S
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,subregion,Observations,sandy beach,EOES,OBS1.SB.ME.IA.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,sandy beach,SB,meso,ME,interannual,IA,subregion,SU,satellite imagery,observation,1,1,1,2,3,2,Observations,Satellite-derived shoreline extraction,sandy beach,meso,interannual,subregion,1,E,O,E,S,E,EOSE,E = Satellite-derived shoreline extraction,S = sandy beach,E = subregional,O = Observations,O,E,S
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,regional,Observations,sandy beach,ROES,OBS1.SB.ME.IA.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,sandy beach,SB,meso,ME,interannual,IA,regional,RG,satellite imagery,observation,1,1,1,2,3,3,Observations,Satellite-derived shoreline extraction,sandy beach,meso,interannual,regional,1,R,O,E,S,E,EOSR,E = Satellite-derived shoreline extraction,S = sandy beach,R = regional,O = Observations,O,E,S
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,subregion,Observations,sandy beach,EOES,OBS1.SB.ME.DE.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,sandy beach,SB,meso,ME,decadal,DE,subregion,SU,satellite imagery,observation,1,1,1,2,4,2,Observations,Satellite-derived shoreline extraction,sandy beach,meso,decadal,subregion,1,E,O,E,S,E,EOSE,E = Satellite-derived shoreline extraction,S = sandy beach,E = subregional,O = Observations,O,E,S
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,regional,Observations,sandy beach,ROES,OBS1.SB.ME.DE.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,sandy beach,SB,meso,ME,decadal,DE,regional,RG,satellite imagery,observation,1,1,1,2,4,3,Observations,Satellite-derived shoreline extraction,sandy beach,meso,decadal,regional,1,R,O,E,S,E,EOSR,E = Satellite-derived shoreline extraction,S = sandy beach,R = regional,O = Observations,O,E,S
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,subregion,Observations,sandy beach,EOES,OBS1.SB.MA.IA.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,sandy beach,SB,macro,MA,interannual,IA,subregion,SU,satellite imagery,observation,1,1,1,3,3,2,Observations,Satellite-derived shoreline extraction,sandy beach,macro,interannual,subregion,1,E,O,E,S,E,EOSE,E = Satellite-derived shoreline extraction,S = sandy beach,E = subregional,O = Observations,O,E,S
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,regional,Observations,sandy beach,ROES,OBS1.SB.MA.IA.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,sandy beach,SB,macro,MA,interannual,IA,regional,RG,satellite imagery,observation,1,1,1,3,3,3,Observations,Satellite-derived shoreline extraction,sandy beach,macro,interannual,regional,1,R,O,E,S,E,EOSR,E = Satellite-derived shoreline extraction,S = sandy beach,R = regional,O = Observations,O,E,S
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,subregion,Observations,sandy beach,EOES,OBS1.SB.MA.DE.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,sandy beach,SB,macro,MA,decadal,DE,subregion,SU,satellite imagery,observation,1,1,1,3,4,2,Observations,Satellite-derived shoreline extraction,sandy beach,macro,decadal,subregion,1,E,O,E,S,E,EOSE,E = Satellite-derived shoreline extraction,S = sandy beach,E = subregional,O = Observations,O,E,S
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,regional,Observations,sandy beach,ROES,OBS1.SB.MA.DE.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,sandy beach,SB,macro,MA,decadal,DE,regional,RG,satellite imagery,observation,1,1,1,3,4,3,Observations,Satellite-derived shoreline extraction,sandy beach,macro,decadal,regional,1,R,O,E,S,E,EOSR,E = Satellite-derived shoreline extraction,S = sandy beach,R = regional,O = Observations,O,E,S
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,subregion,Observations,barrier island,EOEB,OBS1.BI.MI.IA.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,barrier island,BI,micro,MI,interannual,IA,subregion,SU,satellite imagery,observation,1,1,3,1,3,2,Observations,Satellite-derived shoreline extraction,barrier island,micro,interannual,subregion,1,E,O,E,B,E,EOBE,E = Satellite-derived shoreline extraction,B = barrier island,E = subregional,O = Observations,O,E,B
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,regional,Observations,barrier island,ROEB,OBS1.BI.MI.IA.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,barrier island,BI,micro,MI,interannual,IA,regional,RG,satellite imagery,observation,1,1,3,1,3,3,Observations,Satellite-derived shoreline extraction,barrier island,micro,interannual,regional,1,R,O,E,B,E,EOBR,E = Satellite-derived shoreline extraction,B = barrier island,R = regional,O = Observations,O,E,B
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,subregion,Observations,barrier island,EOEB,OBS1.BI.MI.DE.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,barrier island,BI,micro,MI,decadal,DE,subregion,SU,satellite imagery,observation,1,1,3,1,4,2,Observations,Satellite-derived shoreline extraction,barrier island,micro,decadal,subregion,1,E,O,E,B,E,EOBE,E = Satellite-derived shoreline extraction,B = barrier island,E = subregional,O = Observations,O,E,B
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,regional,Observations,barrier island,ROEB,OBS1.BI.MI.DE.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,barrier island,BI,micro,MI,decadal,DE,regional,RG,satellite imagery,observation,1,1,3,1,4,3,Observations,Satellite-derived shoreline extraction,barrier island,micro,decadal,regional,1,R,O,E,B,E,EOBR,E = Satellite-derived shoreline extraction,B = barrier island,R = regional,O = Observations,O,E,B
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,subregion,Observations,barrier island,EOEB,OBS1.BI.ME.IA.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,barrier island,BI,meso,ME,interannual,IA,subregion,SU,satellite imagery,observation,1,1,3,2,3,2,Observations,Satellite-derived shoreline extraction,barrier island,meso,interannual,subregion,1,E,O,E,B,E,EOBE,E = Satellite-derived shoreline extraction,B = barrier island,E = subregional,O = Observations,O,E,B
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,regional,Observations,barrier island,ROEB,OBS1.BI.ME.IA.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,barrier island,BI,meso,ME,interannual,IA,regional,RG,satellite imagery,observation,1,1,3,2,3,3,Observations,Satellite-derived shoreline extraction,barrier island,meso,interannual,regional,1,R,O,E,B,E,EOBR,E = Satellite-derived shoreline extraction,B = barrier island,R = regional,O = Observations,O,E,B
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,subregion,Observations,barrier island,EOEB,OBS1.BI.ME.DE.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,barrier island,BI,meso,ME,decadal,DE,subregion,SU,satellite imagery,observation,1,1,3,2,4,2,Observations,Satellite-derived shoreline extraction,barrier island,meso,decadal,subregion,1,E,O,E,B,E,EOBE,E = Satellite-derived shoreline extraction,B = barrier island,E = subregional,O = Observations,O,E,B
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,regional,Observations,barrier island,ROEB,OBS1.BI.ME.DE.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,barrier island,BI,meso,ME,decadal,DE,regional,RG,satellite imagery,observation,1,1,3,2,4,3,Observations,Satellite-derived shoreline extraction,barrier island,meso,decadal,regional,1,R,O,E,B,E,EOBR,E = Satellite-derived shoreline extraction,B = barrier island,R = regional,O = Observations,O,E,B
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,subregion,Observations,barrier island,EOEB,OBS1.BI.MA.IA.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,barrier island,BI,macro,MA,interannual,IA,subregion,SU,satellite imagery,observation,1,1,3,3,3,2,Observations,Satellite-derived shoreline extraction,barrier island,macro,interannual,subregion,1,E,O,E,B,E,EOBE,E = Satellite-derived shoreline extraction,B = barrier island,E = subregional,O = Observations,O,E,B
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,regional,Observations,barrier island,ROEB,OBS1.BI.MA.IA.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,barrier island,BI,macro,MA,interannual,IA,regional,RG,satellite imagery,observation,1,1,3,3,3,3,Observations,Satellite-derived shoreline extraction,barrier island,macro,interannual,regional,1,R,O,E,B,E,EOBR,E = Satellite-derived shoreline extraction,B = barrier island,R = regional,O = Observations,O,E,B
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,subregion,Observations,barrier island,EOEB,OBS1.BI.MA.DE.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,barrier island,BI,macro,MA,decadal,DE,subregion,SU,satellite imagery,observation,1,1,3,3,4,2,Observations,Satellite-derived shoreline extraction,barrier island,macro,decadal,subregion,1,E,O,E,B,E,EOBE,E = Satellite-derived shoreline extraction,B = barrier island,E = subregional,O = Observations,O,E,B
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,regional,Observations,barrier island,ROEB,OBS1.BI.MA.DE.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,barrier island,BI,macro,MA,decadal,DE,regional,RG,satellite imagery,observation,1,1,3,3,4,3,Observations,Satellite-derived shoreline extraction,barrier island,macro,decadal,regional,1,R,O,E,B,E,EOBR,E = Satellite-derived shoreline extraction,B = barrier island,R = regional,O = Observations,O,E,B
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,subregion,Observations,estuary / lagoon,EOEE,OBS1.EL.MI.IA.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,estuary / lagoon,EL,micro,MI,interannual,IA,subregion,SU,satellite imagery,observation,1,1,5,1,3,2,Observations,Satellite-derived shoreline extraction,estuary / lagoon,micro,interannual,subregion,1,E,O,E,E,E,EOEE,E = Satellite-derived shoreline extraction,E = estuary / lagoon,E = subregional,O = Observations,O,E,E
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,regional,Observations,estuary / lagoon,ROEE,OBS1.EL.MI.IA.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,estuary / lagoon,EL,micro,MI,interannual,IA,regional,RG,satellite imagery,observation,1,1,5,1,3,3,Observations,Satellite-derived shoreline extraction,estuary / lagoon,micro,interannual,regional,1,R,O,E,E,E,EOER,E = Satellite-derived shoreline extraction,E = estuary / lagoon,R = regional,O = Observations,O,E,E
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,subregion,Observations,estuary / lagoon,EOEE,OBS1.EL.MI.DE.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,estuary / lagoon,EL,micro,MI,decadal,DE,subregion,SU,satellite imagery,observation,1,1,5,1,4,2,Observations,Satellite-derived shoreline extraction,estuary / lagoon,micro,decadal,subregion,1,E,O,E,E,E,EOEE,E = Satellite-derived shoreline extraction,E = estuary / lagoon,E = subregional,O = Observations,O,E,E
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,regional,Observations,estuary / lagoon,ROEE,OBS1.EL.MI.DE.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,estuary / lagoon,EL,micro,MI,decadal,DE,regional,RG,satellite imagery,observation,1,1,5,1,4,3,Observations,Satellite-derived shoreline extraction,estuary / lagoon,micro,decadal,regional,1,R,O,E,E,E,EOER,E = Satellite-derived shoreline extraction,E = estuary / lagoon,R = regional,O = Observations,O,E,E
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,subregion,Observations,estuary / lagoon,EOEE,OBS1.EL.ME.IA.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,estuary / lagoon,EL,meso,ME,interannual,IA,subregion,SU,satellite imagery,observation,1,1,5,2,3,2,Observations,Satellite-derived shoreline extraction,estuary / lagoon,meso,interannual,subregion,1,E,O,E,E,E,EOEE,E = Satellite-derived shoreline extraction,E = estuary / lagoon,E = subregional,O = Observations,O,E,E
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,regional,Observations,estuary / lagoon,ROEE,OBS1.EL.ME.IA.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,estuary / lagoon,EL,meso,ME,interannual,IA,regional,RG,satellite imagery,observation,1,1,5,2,3,3,Observations,Satellite-derived shoreline extraction,estuary / lagoon,meso,interannual,regional,1,R,O,E,E,E,EOER,E = Satellite-derived shoreline extraction,E = estuary / lagoon,R = regional,O = Observations,O,E,E
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,subregion,Observations,estuary / lagoon,EOEE,OBS1.EL.ME.DE.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,estuary / lagoon,EL,meso,ME,decadal,DE,subregion,SU,satellite imagery,observation,1,1,5,2,4,2,Observations,Satellite-derived shoreline extraction,estuary / lagoon,meso,decadal,subregion,1,E,O,E,E,E,EOEE,E = Satellite-derived shoreline extraction,E = estuary / lagoon,E = subregional,O = Observations,O,E,E
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,regional,Observations,estuary / lagoon,ROEE,OBS1.EL.ME.DE.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,estuary / lagoon,EL,meso,ME,decadal,DE,regional,RG,satellite imagery,observation,1,1,5,2,4,3,Observations,Satellite-derived shoreline extraction,estuary / lagoon,meso,decadal,regional,1,R,O,E,E,E,EOER,E = Satellite-derived shoreline extraction,E = estuary / lagoon,R = regional,O = Observations,O,E,E
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,subregion,Observations,estuary / lagoon,EOEE,OBS1.EL.MA.IA.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,estuary / lagoon,EL,macro,MA,interannual,IA,subregion,SU,satellite imagery,observation,1,1,5,3,3,2,Observations,Satellite-derived shoreline extraction,estuary / lagoon,macro,interannual,subregion,1,E,O,E,E,E,EOEE,E = Satellite-derived shoreline extraction,E = estuary / lagoon,E = subregional,O = Observations,O,E,E
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,regional,Observations,estuary / lagoon,ROEE,OBS1.EL.MA.IA.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,estuary / lagoon,EL,macro,MA,interannual,IA,regional,RG,satellite imagery,observation,1,1,5,3,3,3,Observations,Satellite-derived shoreline extraction,estuary / lagoon,macro,interannual,regional,1,R,O,E,E,E,EOER,E = Satellite-derived shoreline extraction,E = estuary / lagoon,R = regional,O = Observations,O,E,E
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,subregion,Observations,estuary / lagoon,EOEE,OBS1.EL.MA.DE.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,estuary / lagoon,EL,macro,MA,decadal,DE,subregion,SU,satellite imagery,observation,1,1,5,3,4,2,Observations,Satellite-derived shoreline extraction,estuary / lagoon,macro,decadal,subregion,1,E,O,E,E,E,EOEE,E = Satellite-derived shoreline extraction,E = estuary / lagoon,E = subregional,O = Observations,O,E,E
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,regional,Observations,estuary / lagoon,ROEE,OBS1.EL.MA.DE.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,estuary / lagoon,EL,macro,MA,decadal,DE,regional,RG,satellite imagery,observation,1,1,5,3,4,3,Observations,Satellite-derived shoreline extraction,estuary / lagoon,macro,decadal,regional,1,R,O,E,E,E,EOER,E = Satellite-derived shoreline extraction,E = estuary / lagoon,R = regional,O = Observations,O,E,E
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,subregion,Observations,deltaic shoreline,EOED,OBS1.DE.MI.IA.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,deltaic shoreline,DE,micro,MI,interannual,IA,subregion,SU,satellite imagery,observation,1,1,6,1,3,2,Observations,Satellite-derived shoreline extraction,deltaic shoreline,micro,interannual,subregion,1,E,O,E,D,E,EODE,E = Satellite-derived shoreline extraction,D = deltaic shoreline,E = subregional,O = Observations,O,E,D
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,regional,Observations,deltaic shoreline,ROED,OBS1.DE.MI.IA.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,deltaic shoreline,DE,micro,MI,interannual,IA,regional,RG,satellite imagery,observation,1,1,6,1,3,3,Observations,Satellite-derived shoreline extraction,deltaic shoreline,micro,interannual,regional,1,R,O,E,D,E,EODR,E = Satellite-derived shoreline extraction,D = deltaic shoreline,R = regional,O = Observations,O,E,D
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,subregion,Observations,deltaic shoreline,EOED,OBS1.DE.MI.DE.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,deltaic shoreline,DE,micro,MI,decadal,DE,subregion,SU,satellite imagery,observation,1,1,6,1,4,2,Observations,Satellite-derived shoreline extraction,deltaic shoreline,micro,decadal,subregion,1,E,O,E,D,E,EODE,E = Satellite-derived shoreline extraction,D = deltaic shoreline,E = subregional,O = Observations,O,E,D
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,regional,Observations,deltaic shoreline,ROED,OBS1.DE.MI.DE.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,deltaic shoreline,DE,micro,MI,decadal,DE,regional,RG,satellite imagery,observation,1,1,6,1,4,3,Observations,Satellite-derived shoreline extraction,deltaic shoreline,micro,decadal,regional,1,R,O,E,D,E,EODR,E = Satellite-derived shoreline extraction,D = deltaic shoreline,R = regional,O = Observations,O,E,D
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,subregion,Observations,deltaic shoreline,EOED,OBS1.DE.ME.IA.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,deltaic shoreline,DE,meso,ME,interannual,IA,subregion,SU,satellite imagery,observation,1,1,6,2,3,2,Observations,Satellite-derived shoreline extraction,deltaic shoreline,meso,interannual,subregion,1,E,O,E,D,E,EODE,E = Satellite-derived shoreline extraction,D = deltaic shoreline,E = subregional,O = Observations,O,E,D
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,regional,Observations,deltaic shoreline,ROED,OBS1.DE.ME.IA.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,deltaic shoreline,DE,meso,ME,interannual,IA,regional,RG,satellite imagery,observation,1,1,6,2,3,3,Observations,Satellite-derived shoreline extraction,deltaic shoreline,meso,interannual,regional,1,R,O,E,D,E,EODR,E = Satellite-derived shoreline extraction,D = deltaic shoreline,R = regional,O = Observations,O,E,D
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,subregion,Observations,deltaic shoreline,EOED,OBS1.DE.ME.DE.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,deltaic shoreline,DE,meso,ME,decadal,DE,subregion,SU,satellite imagery,observation,1,1,6,2,4,2,Observations,Satellite-derived shoreline extraction,deltaic shoreline,meso,decadal,subregion,1,E,O,E,D,E,EODE,E = Satellite-derived shoreline extraction,D = deltaic shoreline,E = subregional,O = Observations,O,E,D
UALG,UNIVERSITY OF ALGARVE,5,UALG,E,UALG,regional,Observations,deltaic shoreline,ROED,OBS1.DE.ME.DE.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,deltaic shoreline,DE,meso,ME,decadal,DE,regional,RG,satellite imagery,observation,1,1,6,2,4,3,Observations,Satellite-derived shoreline extraction,deltaic shoreline,meso,decadal,regional,1,R,O,E,D,E,EODR,E = Satellite-derived shoreline extraction,D = deltaic shoreline,R = regional,O = Observations,O,E,D
