institution,full_name,institution_order,institution_display,institution_code,consortium_ring_1,consortium_ring_2,consortium_ring_3,consortium_ring_4,consortium_ring_5,skill_code,base_skill_code,skill_name,skill_family,skill_theme,skill_type,environment,environment_code,tidal_regime,tidal_code,timescale,timescale_code,spatial_scale,spatial_code,data_modality,method_stage,family_order,skill_order,environment_order,tide_order,timescale_order,spatial_order,ring_1,ring_2,ring_3,ring_4,ring_5,ring_6,node_value,spatial_letter,family_letter,skill_letter,environment_letter,skill_name_short,short_code,legend_skill,legend_environment,legend_spatial,legend_family,skill_family_display,skill_name_display,environment_display
FIHAC,ENVIRONMENTAL HYDRAULICS INSTITUTE FOUNDATION OF CANTABRIA,1,FIHAC,A,FIHAC,subregion,Observations,sandy beach,SOES,OBS1.SB.MA.DE.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,sandy beach,SB,macro,MA,decadal,DE,subregion,SU,satellite imagery,observation,1,1,1,3,4,2,Observations,Satellite-derived shoreline extraction,sandy beach,macro,decadal,subregion,1,S,O,E,S,E,AOSS,E = Satellite-derived shoreline extraction,S = sandy beach,S = subregion,O = Observations,O,E,S
FIHAC,ENVIRONMENTAL HYDRAULICS INSTITUTE FOUNDATION OF CANTABRIA,1,FIHAC,A,FIHAC,regional,Observations,sandy beach,ROES,OBS1.SB.MA.DE.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,sandy beach,SB,macro,MA,decadal,DE,regional,RG,satellite imagery,observation,1,1,1,3,4,3,Observations,Satellite-derived shoreline extraction,sandy beach,macro,decadal,regional,1,R,O,E,S,E,AOSR,E = Satellite-derived shoreline extraction,S = sandy beach,R = regional,O = Observations,O,E,S
FIHAC,ENVIRONMENTAL HYDRAULICS INSTITUTE FOUNDATION OF CANTABRIA,1,FIHAC,A,FIHAC,subregion,Observations,barrier island,SOEB,OBS1.BI.MI.IA.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,barrier island,BI,micro,MI,interannual,IA,subregion,SU,satellite imagery,observation,1,1,3,1,3,2,Observations,Satellite-derived shoreline extraction,barrier island,micro,interannual,subregion,1,S,O,E,B,E,AOBS,E = Satellite-derived shoreline extraction,B = barrier island,S = subregion,O = Observations,O,E,B
FIHAC,ENVIRONMENTAL HYDRAULICS INSTITUTE FOUNDATION OF CANTABRIA,1,FIHAC,A,FIHAC,regional,Observations,barrier island,ROEB,OBS1.BI.MI.IA.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,barrier island,BI,micro,MI,interannual,IA,regional,RG,satellite imagery,observation,1,1,3,1,3,3,Observations,Satellite-derived shoreline extraction,barrier island,micro,interannual,regional,1,R,O,E,B,E,AOBR,E = Satellite-derived shoreline extraction,B = barrier island,R = regional,O = Observations,O,E,B
FIHAC,ENVIRONMENTAL HYDRAULICS INSTITUTE FOUNDATION OF CANTABRIA,1,FIHAC,A,FIHAC,subregion,Observations,barrier island,SOEB,OBS1.BI.MI.DE.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,barrier island,BI,micro,MI,decadal,DE,subregion,SU,satellite imagery,observation,1,1,3,1,4,2,Observations,Satellite-derived shoreline extraction,barrier island,micro,decadal,subregion,1,S,O,E,B,E,AOBS,E = Satellite-derived shoreline extraction,B = barrier island,S = subregion,O = Observations,O,E,B
FIHAC,ENVIRONMENTAL HYDRAULICS INSTITUTE FOUNDATION OF CANTABRIA,1,FIHAC,A,FIHAC,regional,Observations,barrier island,ROEB,OBS1.BI.MI.DE.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,barrier island,BI,micro,MI,decadal,DE,regional,RG,satellite imagery,observation,1,1,3,1,4,3,Observations,Satellite-derived shoreline extraction,barrier island,micro,decadal,regional,1,R,O,E,B,E,AOBR,E = Satellite-derived shoreline extraction,B = barrier island,R = regional,O = Observations,O,E,B
FIHAC,ENVIRONMENTAL HYDRAULICS INSTITUTE FOUNDATION OF CANTABRIA,1,FIHAC,A,FIHAC,subregion,Observations,barrier island,SOEB,OBS1.BI.ME.IA.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,barrier island,BI,meso,ME,interannual,IA,subregion,SU,satellite imagery,observation,1,1,3,2,3,2,Observations,Satellite-derived shoreline extraction,barrier island,meso,interannual,subregion,1,S,O,E,B,E,AOBS,E = Satellite-derived shoreline extraction,B = barrier island,S = subregion,O = Observations,O,E,B
FIHAC,ENVIRONMENTAL HYDRAULICS INSTITUTE FOUNDATION OF CANTABRIA,1,FIHAC,A,FIHAC,regional,Observations,barrier island,ROEB,OBS1.BI.ME.IA.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,barrier island,BI,meso,ME,interannual,IA,regional,RG,satellite imagery,observation,1,1,3,2,3,3,Observations,Satellite-derived shoreline extraction,barrier island,meso,interannual,regional,1,R,O,E,B,E,AOBR,E = Satellite-derived shoreline extraction,B = barrier island,R = regional,O = Observations,O,E,B
FIHAC,ENVIRONMENTAL HYDRAULICS INSTITUTE FOUNDATION OF CANTABRIA,1,FIHAC,A,FIHAC,subregion,Observations,barrier island,SOEB,OBS1.BI.ME.DE.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,barrier island,BI,meso,ME,decadal,DE,subregion,SU,satellite imagery,observation,1,1,3,2,4,2,Observations,Satellite-derived shoreline extraction,barrier island,meso,decadal,subregion,1,S,O,E,B,E,AOBS,E = Satellite-derived shoreline extraction,B = barrier island,S = subregion,O = Observations,O,E,B
FIHAC,ENVIRONMENTAL HYDRAULICS INSTITUTE FOUNDATION OF CANTABRIA,1,FIHAC,A,FIHAC,regional,Observations,barrier island,ROEB,OBS1.BI.ME.DE.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,barrier island,BI,meso,ME,decadal,DE,regional,RG,satellite imagery,observation,1,1,3,2,4,3,Observations,Satellite-derived shoreline extraction,barrier island,meso,decadal,regional,1,R,O,E,B,E,AOBR,E = Satellite-derived shoreline extraction,B = barrier island,R = regional,O = Observations,O,E,B
FIHAC,ENVIRONMENTAL HYDRAULICS INSTITUTE FOUNDATION OF CANTABRIA,1,FIHAC,A,FIHAC,subregion,Observations,barrier island,SOEB,OBS1.BI.MA.IA.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,barrier island,BI,macro,MA,interannual,IA,subregion,SU,satellite imagery,observation,1,1,3,3,3,2,Observations,Satellite-derived shoreline extraction,barrier island,macro,interannual,subregion,1,S,O,E,B,E,AOBS,E = Satellite-derived shoreline extraction,B = barrier island,S = subregion,O = Observations,O,E,B
FIHAC,ENVIRONMENTAL HYDRAULICS INSTITUTE FOUNDATION OF CANTABRIA,1,FIHAC,A,FIHAC,regional,Observations,barrier island,ROEB,OBS1.BI.MA.IA.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,barrier island,BI,macro,MA,interannual,IA,regional,RG,satellite imagery,observation,1,1,3,3,3,3,Observations,Satellite-derived shoreline extraction,barrier island,macro,interannual,regional,1,R,O,E,B,E,AOBR,E = Satellite-derived shoreline extraction,B = barrier island,R = regional,O = Observations,O,E,B
FIHAC,ENVIRONMENTAL HYDRAULICS INSTITUTE FOUNDATION OF CANTABRIA,1,FIHAC,A,FIHAC,subregion,Observations,barrier island,SOEB,OBS1.BI.MA.DE.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,barrier island,BI,macro,MA,decadal,DE,subregion,SU,satellite imagery,observation,1,1,3,3,4,2,Observations,Satellite-derived shoreline extraction,barrier island,macro,decadal,subregion,1,S,O,E,B,E,AOBS,E = Satellite-derived shoreline extraction,B = barrier island,S = subregion,O = Observations,O,E,B
FIHAC,ENVIRONMENTAL HYDRAULICS INSTITUTE FOUNDATION OF CANTABRIA,1,FIHAC,A,FIHAC,regional,Observations,barrier island,ROEB,OBS1.BI.MA.DE.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,barrier island,BI,macro,MA,decadal,DE,regional,RG,satellite imagery,observation,1,1,3,3,4,3,Observations,Satellite-derived shoreline extraction,barrier island,macro,decadal,regional,1,R,O,E,B,E,AOBR,E = Satellite-derived shoreline extraction,B = barrier island,R = regional,O = Observations,O,E,B
FIHAC,ENVIRONMENTAL HYDRAULICS INSTITUTE FOUNDATION OF CANTABRIA,1,FIHAC,A,FIHAC,subregion,Observations,estuary / lagoon,SOEE,OBS1.EL.MI.IA.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,estuary / lagoon,EL,micro,MI,interannual,IA,subregion,SU,satellite imagery,observation,1,1,5,1,3,2,Observations,Satellite-derived shoreline extraction,estuary / lagoon,micro,interannual,subregion,1,S,O,E,E,E,AOES,E = Satellite-derived shoreline extraction,E = estuary / lagoon,S = subregion,O = Observations,O,E,E
FIHAC,ENVIRONMENTAL HYDRAULICS INSTITUTE FOUNDATION OF CANTABRIA,1,FIHAC,A,FIHAC,regional,Observations,estuary / lagoon,ROEE,OBS1.EL.MI.IA.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,estuary / lagoon,EL,micro,MI,interannual,IA,regional,RG,satellite imagery,observation,1,1,5,1,3,3,Observations,Satellite-derived shoreline extraction,estuary / lagoon,micro,interannual,regional,1,R,O,E,E,E,AOER,E = Satellite-derived shoreline extraction,E = estuary / lagoon,R = regional,O = Observations,O,E,E
FIHAC,ENVIRONMENTAL HYDRAULICS INSTITUTE FOUNDATION OF CANTABRIA,1,FIHAC,A,FIHAC,subregion,Observations,estuary / lagoon,SOEE,OBS1.EL.MI.DE.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,estuary / lagoon,EL,micro,MI,decadal,DE,subregion,SU,satellite imagery,observation,1,1,5,1,4,2,Observations,Satellite-derived shoreline extraction,estuary / lagoon,micro,decadal,subregion,1,S,O,E,E,E,AOES,E = Satellite-derived shoreline extraction,E = estuary / lagoon,S = subregion,O = Observations,O,E,E
FIHAC,ENVIRONMENTAL HYDRAULICS INSTITUTE FOUNDATION OF CANTABRIA,1,FIHAC,A,FIHAC,regional,Observations,estuary / lagoon,ROEE,OBS1.EL.MI.DE.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,estuary / lagoon,EL,micro,MI,decadal,DE,regional,RG,satellite imagery,observation,1,1,5,1,4,3,Observations,Satellite-derived shoreline extraction,estuary / lagoon,micro,decadal,regional,1,R,O,E,E,E,AOER,E = Satellite-derived shoreline extraction,E = estuary / lagoon,R = regional,O = Observations,O,E,E
FIHAC,ENVIRONMENTAL HYDRAULICS INSTITUTE FOUNDATION OF CANTABRIA,1,FIHAC,A,FIHAC,subregion,Observations,estuary / lagoon,SOEE,OBS1.EL.ME.IA.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,estuary / lagoon,EL,meso,ME,interannual,IA,subregion,SU,satellite imagery,observation,1,1,5,2,3,2,Observations,Satellite-derived shoreline extraction,estuary / lagoon,meso,interannual,subregion,1,S,O,E,E,E,AOES,E = Satellite-derived shoreline extraction,E = estuary / lagoon,S = subregion,O = Observations,O,E,E
FIHAC,ENVIRONMENTAL HYDRAULICS INSTITUTE FOUNDATION OF CANTABRIA,1,FIHAC,A,FIHAC,regional,Observations,estuary / lagoon,ROEE,OBS1.EL.ME.IA.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,estuary / lagoon,EL,meso,ME,interannual,IA,regional,RG,satellite imagery,observation,1,1,5,2,3,3,Observations,Satellite-derived shoreline extraction,estuary / lagoon,meso,interannual,regional,1,R,O,E,E,E,AOER,E = Satellite-derived shoreline extraction,E = estuary / lagoon,R = regional,O = Observations,O,E,E
FIHAC,ENVIRONMENTAL HYDRAULICS INSTITUTE FOUNDATION OF CANTABRIA,1,FIHAC,A,FIHAC,subregion,Observations,estuary / lagoon,SOEE,OBS1.EL.ME.DE.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,estuary / lagoon,EL,meso,ME,decadal,DE,subregion,SU,satellite imagery,observation,1,1,5,2,4,2,Observations,Satellite-derived shoreline extraction,estuary / lagoon,meso,decadal,subregion,1,S,O,E,E,E,AOES,E = Satellite-derived shoreline extraction,E = estuary / lagoon,S = subregion,O = Observations,O,E,E
FIHAC,ENVIRONMENTAL HYDRAULICS INSTITUTE FOUNDATION OF CANTABRIA,1,FIHAC,A,FIHAC,regional,Observations,estuary / lagoon,ROEE,OBS1.EL.ME.DE.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,estuary / lagoon,EL,meso,ME,decadal,DE,regional,RG,satellite imagery,observation,1,1,5,2,4,3,Observations,Satellite-derived shoreline extraction,estuary / lagoon,meso,decadal,regional,1,R,O,E,E,E,AOER,E = Satellite-derived shoreline extraction,E = estuary / lagoon,R = regional,O = Observations,O,E,E
FIHAC,ENVIRONMENTAL HYDRAULICS INSTITUTE FOUNDATION OF CANTABRIA,1,FIHAC,A,FIHAC,subregion,Observations,estuary / lagoon,SOEE,OBS1.EL.MA.IA.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,estuary / lagoon,EL,macro,MA,interannual,IA,subregion,SU,satellite imagery,observation,1,1,5,3,3,2,Observations,Satellite-derived shoreline extraction,estuary / lagoon,macro,interannual,subregion,1,S,O,E,E,E,AOES,E = Satellite-derived shoreline extraction,E = estuary / lagoon,S = subregion,O = Observations,O,E,E
FIHAC,ENVIRONMENTAL HYDRAULICS INSTITUTE FOUNDATION OF CANTABRIA,1,FIHAC,A,FIHAC,regional,Observations,estuary / lagoon,ROEE,OBS1.EL.MA.IA.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,estuary / lagoon,EL,macro,MA,interannual,IA,regional,RG,satellite imagery,observation,1,1,5,3,3,3,Observations,Satellite-derived shoreline extraction,estuary / lagoon,macro,interannual,regional,1,R,O,E,E,E,AOER,E = Satellite-derived shoreline extraction,E = estuary / lagoon,R = regional,O = Observations,O,E,E
FIHAC,ENVIRONMENTAL HYDRAULICS INSTITUTE FOUNDATION OF CANTABRIA,1,FIHAC,A,FIHAC,subregion,Observations,estuary / lagoon,SOEE,OBS1.EL.MA.DE.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,estuary / lagoon,EL,macro,MA,decadal,DE,subregion,SU,satellite imagery,observation,1,1,5,3,4,2,Observations,Satellite-derived shoreline extraction,estuary / lagoon,macro,decadal,subregion,1,S,O,E,E,E,AOES,E = Satellite-derived shoreline extraction,E = estuary / lagoon,S = subregion,O = Observations,O,E,E
FIHAC,ENVIRONMENTAL HYDRAULICS INSTITUTE FOUNDATION OF CANTABRIA,1,FIHAC,A,FIHAC,regional,Observations,estuary / lagoon,ROEE,OBS1.EL.MA.DE.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,estuary / lagoon,EL,macro,MA,decadal,DE,regional,RG,satellite imagery,observation,1,1,5,3,4,3,Observations,Satellite-derived shoreline extraction,estuary / lagoon,macro,decadal,regional,1,R,O,E,E,E,AOER,E = Satellite-derived shoreline extraction,E = estuary / lagoon,R = regional,O = Observations,O,E,E
FIHAC,ENVIRONMENTAL HYDRAULICS INSTITUTE FOUNDATION OF CANTABRIA,1,FIHAC,A,FIHAC,subregion,Observations,deltaic shoreline,SOED,OBS1.DE.MI.IA.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,deltaic shoreline,DE,micro,MI,interannual,IA,subregion,SU,satellite imagery,observation,1,1,6,1,3,2,Observations,Satellite-derived shoreline extraction,deltaic shoreline,micro,interannual,subregion,1,S,O,E,D,E,AODS,E = Satellite-derived shoreline extraction,D = deltaic shoreline,S = subregion,O = Observations,O,E,D
FIHAC,ENVIRONMENTAL HYDRAULICS INSTITUTE FOUNDATION OF CANTABRIA,1,FIHAC,A,FIHAC,regional,Observations,deltaic shoreline,ROED,OBS1.DE.MI.IA.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,deltaic shoreline,DE,micro,MI,interannual,IA,regional,RG,satellite imagery,observation,1,1,6,1,3,3,Observations,Satellite-derived shoreline extraction,deltaic shoreline,micro,interannual,regional,1,R,O,E,D,E,AODR,E = Satellite-derived shoreline extraction,D = deltaic shoreline,R = regional,O = Observations,O,E,D
FIHAC,ENVIRONMENTAL HYDRAULICS INSTITUTE FOUNDATION OF CANTABRIA,1,FIHAC,A,FIHAC,subregion,Observations,deltaic shoreline,SOED,OBS1.DE.MI.DE.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,deltaic shoreline,DE,micro,MI,decadal,DE,subregion,SU,satellite imagery,observation,1,1,6,1,4,2,Observations,Satellite-derived shoreline extraction,deltaic shoreline,micro,decadal,subregion,1,S,O,E,D,E,AODS,E = Satellite-derived shoreline extraction,D = deltaic shoreline,S = subregion,O = Observations,O,E,D
FIHAC,ENVIRONMENTAL HYDRAULICS INSTITUTE FOUNDATION OF CANTABRIA,1,FIHAC,A,FIHAC,regional,Observations,deltaic shoreline,ROED,OBS1.DE.MI.DE.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,deltaic shoreline,DE,micro,MI,decadal,DE,regional,RG,satellite imagery,observation,1,1,6,1,4,3,Observations,Satellite-derived shoreline extraction,deltaic shoreline,micro,decadal,regional,1,R,O,E,D,E,AODR,E = Satellite-derived shoreline extraction,D = deltaic shoreline,R = regional,O = Observations,O,E,D
FIHAC,ENVIRONMENTAL HYDRAULICS INSTITUTE FOUNDATION OF CANTABRIA,1,FIHAC,A,FIHAC,subregion,Observations,deltaic shoreline,SOED,OBS1.DE.ME.IA.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,deltaic shoreline,DE,meso,ME,interannual,IA,subregion,SU,satellite imagery,observation,1,1,6,2,3,2,Observations,Satellite-derived shoreline extraction,deltaic shoreline,meso,interannual,subregion,1,S,O,E,D,E,AODS,E = Satellite-derived shoreline extraction,D = deltaic shoreline,S = subregion,O = Observations,O,E,D
FIHAC,ENVIRONMENTAL HYDRAULICS INSTITUTE FOUNDATION OF CANTABRIA,1,FIHAC,A,FIHAC,regional,Observations,deltaic shoreline,ROED,OBS1.DE.ME.IA.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,deltaic shoreline,DE,meso,ME,interannual,IA,regional,RG,satellite imagery,observation,1,1,6,2,3,3,Observations,Satellite-derived shoreline extraction,deltaic shoreline,meso,interannual,regional,1,R,O,E,D,E,AODR,E = Satellite-derived shoreline extraction,D = deltaic shoreline,R = regional,O = Observations,O,E,D
FIHAC,ENVIRONMENTAL HYDRAULICS INSTITUTE FOUNDATION OF CANTABRIA,1,FIHAC,A,FIHAC,subregion,Observations,deltaic shoreline,SOED,OBS1.DE.ME.DE.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,deltaic shoreline,DE,meso,ME,decadal,DE,subregion,SU,satellite imagery,observation,1,1,6,2,4,2,Observations,Satellite-derived shoreline extraction,deltaic shoreline,meso,decadal,subregion,1,S,O,E,D,E,AODS,E = Satellite-derived shoreline extraction,D = deltaic shoreline,S = subregion,O = Observations,O,E,D
FIHAC,ENVIRONMENTAL HYDRAULICS INSTITUTE FOUNDATION OF CANTABRIA,1,FIHAC,A,FIHAC,regional,Observations,deltaic shoreline,ROED,OBS1.DE.ME.DE.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,deltaic shoreline,DE,meso,ME,decadal,DE,regional,RG,satellite imagery,observation,1,1,6,2,4,3,Observations,Satellite-derived shoreline extraction,deltaic shoreline,meso,decadal,regional,1,R,O,E,D,E,AODR,E = Satellite-derived shoreline extraction,D = deltaic shoreline,R = regional,O = Observations,O,E,D
FIHAC,ENVIRONMENTAL HYDRAULICS INSTITUTE FOUNDATION OF CANTABRIA,1,FIHAC,A,FIHAC,subregion,Observations,deltaic shoreline,SOED,OBS1.DE.MA.IA.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,deltaic shoreline,DE,macro,MA,interannual,IA,subregion,SU,satellite imagery,observation,1,1,6,3,3,2,Observations,Satellite-derived shoreline extraction,deltaic shoreline,macro,interannual,subregion,1,S,O,E,D,E,AODS,E = Satellite-derived shoreline extraction,D = deltaic shoreline,S = subregion,O = Observations,O,E,D
FIHAC,ENVIRONMENTAL HYDRAULICS INSTITUTE FOUNDATION OF CANTABRIA,1,FIHAC,A,FIHAC,regional,Observations,deltaic shoreline,ROED,OBS1.DE.MA.IA.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,deltaic shoreline,DE,macro,MA,interannual,IA,regional,RG,satellite imagery,observation,1,1,6,3,3,3,Observations,Satellite-derived shoreline extraction,deltaic shoreline,macro,interannual,regional,1,R,O,E,D,E,AODR,E = Satellite-derived shoreline extraction,D = deltaic shoreline,R = regional,O = Observations,O,E,D
